Gene	Count
VPS45	1
TEKT2	0
PDCD6IP	4
COX5A	1
RP4-576H24.4	0
TSG101	5
RP11-352D3.2	1
TMPRSS11BNL	0
CACHD1	9
ATL2	9
GPR64	0
PCDP1	5
ID1	4
ARHGAP31	14
SDR42E1	6
RP11-247C2.2	1
ACSM2B	2
AUNIP	2
PTCHD1	0
RPL14	0
ANKRD52	11
SPACA7	2
ATP2A1	14
PQLC3	0
NCAPG	3
POLR3B	9
DPEP3	7
PPEF2	8
KDELC2	2
RFC1	5
NKD1	5
HK2	13
SOD1	3
NARF	0
HN1	0
RP11-468E2.6,FITM1	1
TNFRSF18	5
SREBF1	19
GPR20	8
CAPNS2	1
RNF183	1
DNAJB1	9
NOC3L	1
RPS26	0
DNMT3B	16
BACH1	4
CATSPERG	8
INSL3	1
CWF19L1	3
BPHL	5
RP11-248J23.6	0
TMEM248	1
TRHDE	9
PRKCZ	3
PDGFRL	8
OTUD6B	3
TMPRSS11B	1
AGGF1	1
BLVRA	4
ZNF189	4
USP41	0
TXNDC9	0
BBS10	7
CAMKMT	2
AP001652.1	0
AP002884.3,BCO2	0
AR	0
NUP210L	10
OSBPL7	10
DRG1	4
SUPT5H	21
HLA-A	0
PARP11	3
EPN1	14
RALGPS2	4
BSN	46
RSPO4	5
PARP4	10
MSI2	4
FAM184B	3
ADM	1
NPTX1	12
FAM25A	0
FBXW7	6
OVCH2	5
OR8B12	2
KRT31	0
BCL10	1
KIAA1841	4
SIRT7	8
DEFB115	2
IPCEF1	2
ABCF1	11
ZDHHC9	0
IGDCC4	17
DBT	2
PHF20	4
RPRD1B	2
TMEM99	3
EEF2K	17
OR4F15	0
ANKRD13B	3
OR2D2	1
OR13C5	2
CTD-2587H24.4	0
EHD3	5
VEGFC	7
ST6GALNAC4	3
PPP1R12A	5
STON1-GTF2A1L,STON1	4
KIAA0226L	4
RBM46	4
TNP1	1
BARX1	1
PCDHGB1	0
GPX8	2
FHAD1	1
PEX16	3
CAMKV	6
TFAP2D	4
PARVG	4
MOSPD3	3
TTC9C	1
MYT1L	9
NAIP	4
ILVBL	8
RCL1	9
GPR146	8
RAB12	3
KCNH7	14
IL9	1
POLR2I	2
MESP2	8
WDR45	0
HSDL2	1
COL11A2	58
BPIFA1	7
KLRC3	0
LRRIQ3	2
ALK	40
FLRT1	11
ENSA	2
CREB3L4	3
CDHR2	16
NUP50	1
IGFBPL1	5
TSC22D4	4
ZNF222	2
BRD9	9
BLZF1	2
UGT2A1,UGT2A2	2
TNFAIP3	13
CCDC170	2
GAL3ST3	1
HKR1	10
HIST1H2AK	0
SH3BGRL3	1
STOML3	4
WDR26	7
KRTAP10-5	0
IFITM1	2
CYTH4	7
TECRL	2
H6PD	16
COX6A1	1
MFSD2A	2
UBAP1	8
C15orf62	0
TRBJ2-3	0
SLC28A1	10
AKR7A3	3
IFT46	1
RPP21	0
NCLN	8
C19orf70	1
PRG3	2
VPS13B	36
HSPA2	9
ABCB11	21
TSGA13	1
MRPS34	1
EPHB6	19
DUPD1	3
DDIT4	7
RFTN2	3
ZFAND2B	1
HTR7	7
MTHFD1	9
A2ML1	14
SLC9A3	12
ZC4H2	0
BST2	4
VWA3A	7
CLEC4E	1
WASH4P	2
TAF9	3
OR4L1	0
TKTL2	12
NAIF1	5
ACTRT3	5
ALG6	0
ZNF358	10
MAF1	3
FAM218A	5
ZNF341	15
VPS33A	2
UQCRQ	1
NSL1	3
EMILIN2	11
NRDE2	11
ATXN7	10
ZNF335	18
OAS1	5
AQP1	5
KIF20B	2
DIXDC1	4
SLC25A43	0
NDEL1	2
FH	6
OR12D3	4
SLC39A6	1
RAF1	4
NAP1L1	1
SETD7	5
RLF	8
SDSL	7
RLBP1	3
MEGF6	59
ELAVL2	3
OSGIN1	10
NOMO2	0
AC011500.1	0
ECE2	11
TAS2R39	2
TMEM70	5
ZNF396	1
TWISTNB	4
ADAD2	15
RIPK4	15
CYP1B1	13
DHX37	14
HLA-DQA1	0
NEFH	4
C21orf49	0
TMPRSS11F	3
PFKFB2	6
RBM39	2
BCL9L	45
LIFR	9
C14orf182	0
IL10	0
TAS2R38	1
TRAV38-2DV8	0
FLOT1	1
KMT2C	35
NKX2-8	2
MDH1	4
DFNB31	15
CABLES2	6
OPALIN	1
ZFPL1	3
FPGT	4
NDRG3	2
C11orf35	16
ARHGAP22	4
C6orf52	0
TIFAB	3
DTL	6
PCYT2	5
FARS2	5
VPS9D1	3
ATP5EP2	1
TSTD1	0
CDH2	8
CLEC11A	5
ZNF71	21
GPR133	8
OR2G3	1
FSCB	2
EBP	0
THBS2	21
CCDC176	0
TMEM150B	1
AHCY	7
VGLL2	0
AL445989.1	4
NOC4L	6
ATP6V1G2,ATP6V1G2-DDX39B	0
EID2	0
HEYL	2
POTEI	0
ZNF653	10
SYNJ2BP	1
GPR108	14
PCDH11X	0
LARP4	5
TMEM257	0
PBXIP1	12
SLC24A5	8
CDH11	16
NIF3L1	2
WNT9B	7
MOGS	13
FBXL7	8
CEP57L1	0
NR1D1	9
HLA-DRB5	0
KSR1	9
C6orf106	3
EPCAM	4
TSGA10	1
NUS1	2
CLEC5A	6
PCMTD2	1
CRTAM	4
RCAN2	0
GRIN3B	12
RPAP3	0
EPSTI1	4
TRGV3	2
RHBDD1	1
MAD2L1	3
HHIPL1	5
MRPL32	1
GLRX3	1
C14orf105	0
SLC22A12	11
MCOLN1	7
PIRT	2
SLC25A18	9
CC2D1A	14
XKR3	0
AKAP11	9
FAM8A1	3
MYEF2	3
WWC3	0
RAP2B	2
MYPOP	3
EDEM2	9
TNFSF4	1
CDC42BPG	20
SNRNP25	0
KAT6B	11
DEFA5	0
ZRSR2	0
LINC01101	3
NKTR	7
FAT1	41
TRAPPC6B	0
HSD11B1	3
ST8SIA6	5
LRRC10	1
ENDOU	2
IGF2R	28
KIAA0319	7
KLHL5	13
RP11-481A20.11	0
RD3	1
C1RL	13
ZRANB1	1
KALRN	10
HOXA3	9
NADSYN1	8
TMOD3	4
NGF	4
SLC25A27	3
MYEOV	5
HLA-DMB,XXbac-BPG181M17.5	0
EMP2	2
GPR156	5
TRAV9-1	2
ACSS3	17
MEPCE	9
DKFZP434O1614	0
MRPL18	2
CDC37	4
TOMM20L	1
CPNE2	7
TTC33	5
TDRD1	9
ZNF674	0
CUL2	4
VCPKMT	5
RNF151	3
ZNF720	0
OR6A2	3
NANOS1	2
IL1R1	3
MOB1B	1
KRTAP24-1	3
RNF146	2
PHOX2B	9
GNRHR	1
ECT2L	5
ESCO1	4
ZNF157	0
TARDBP	10
ZWINT	1
CTD-2278I10.6,BABAM1	1
WFS1	22
GAGE2D	0
ZNF223,ZNF222	1
DIAPH1	10
PCNXL2	19
FRG2B	0
SLC36A4	2
PMEPA1	6
CYTH1	4
USP7	11
IGHV3OR16-13	0
MVB12B	3
GDPD2	0
RBMS1	3
CLASP1	13
SS18L1	16
GPR126	6
WDR55	5
ERGIC2	1
NOVA1	7
ZBTB24	4
TLK2	8
MAP2K6	3
MDM4	0
HIVEP2	28
SERTM1	0
CENPA	0
PROM2	6
IGKJ1	0
EHMT2	16
GAPDH	12
RAB28	0
RALB	1
TP53TG5	1
FAM196B	0
COL1A1	66
GULP1	2
PHGDH	1
TMCC2	13
AC037459.4,PDLIM2	1
BCL2L10	2
SRCAP	36
CCL19	0
STS	0
ZDHHC18	1
KLK7	9
HEY2	2
SBP1	0
RTP3	0
MTRNR2L4	0
MAPK1IP1L	0
MYL2	3
ACTL6B	10
PPP2R1B	3
FBXO3	6
RFPL4A	0
MRRF	0
KLKB1	9
MDFIC	4
PIK3R6	6
PCDHA10	11
ZDHHC8	4
HAS2	8
CBFB	1
DHX40	5
SSBP3-AS1	0
RRP1B	8
RAB9A	0
ASPDH	5
AC010441.1	2
FIGN	15
ZFP92	0
OSGIN2	4
ZNF578	0
SSTR4	6
NLGN4Y	0
FBXO42	8
RIN3	6
OR4C3	4
C10orf113	4
CIB3	3
IL34	4
LYPD4	3
TRAJ35	1
AL022328.1	1
TMEM218	3
NIT2	4
SPRR2F	0
TEAD4	2
CTB-58E17.5	0
INADL	15
ARMC2	4
PTPN6	10
SLCO4C1	10
TRMT10A	3
PDE6G	3
STARD3	6
CABYR	1
TPRX2P	2
SCN1A	9
CCL8	0
IFT57	2
ZRSR1	1
LINC00346	1
CLDN22	1
C1orf147	1
ZNF750	12
FBXL18	8
LRRN4	9
TMEM106A	0
HOXC6	4
SPHKAP	12
HMGA2	3
CORO1B	6
SORCS1	10
MFAP3	4
TMBIM4	0
PSD3	17
AC005841.1	1
CHRNA4	5
SMIM9	0
VSTM2A	5
HTR4	3
CYB5R3	3
FAM228B	1
ANXA6	4
CCR9	1
SLC25A44	4
MOK	1
GPR61	3
OXA1L	7
STYX	2
GPR27	7
SMOC2	3
ATP6V1A	5
FGR	6
CARTPT	2
MTM1	0
SRRT	12
TCN1	3
STYXL1	2
SUV39H2	4
DHFR	1
HEATR6	5
WDFY3	25
CAPRIN2	5
AC139100.2	0
RP11-1035H13.3,RPS15A	1
C3orf52	0
ING4	2
PTS	1
ELANE	6
RRAGB	0
TRAF1	2
PRIM1	2
TELO2	16
HORMAD2	2
EPB41	6
MECOM	5
LRRC3B	2
KRT26	4
METTL25	4
TRAJ41	0
ACKR4	1
NOP58	6
FGF22	7
CLTA	4
FAIM3	4
ELP5	5
NAA25	2
MAGEB6	0
OR2A12	0
ODF3L2	6
APOD	0
PDE11A	5
CALML3	2
THOP1	5
NDNF	7
AC008271.1	0
ARHGAP25	4
GNG8	0
RHOXF2	0
PRKRA	3
C17orf58	0
PRAMEF22	0
FBXO21	9
PHC1	4
TTC22	4
H2AFX	5
SNAP25	2
SLC25A2	3
ALKBH6	2
ZC3HAV1	6
APOBEC3G	0
XAGE5	0
SLCO1B7	0
ACBD7	2
TRAJ11	0
NARG2	0
TTLL8	13
CASZ1	18
NUB1	6
P4HTM	10
UGT1A10	4
C1orf162	2
OPN4	9
HSPE1-MOB4,MOB4	1
AC187652.1	0
CHRND	6
GARS	5
AC018630.1	0
USF2	2
RPL27	0
NUDT10	0
CCDC138	2
ANXA8L2	0
TMEM45A	2
SMG5	13
SPATA31A6	2
B3GALNT2	1
ETV6	3
DAPK1	13
T	5
C10orf71	10
B3GNT4	5
ASIP	0
LCMT1	3
DDX19A	0
KLHDC1	4
DGCR8	6
RDH5	0
DIO1	4
C11orf65	3
KRTAP10-2	0
APEX2	0
MGAT5	3
C21orf140	1
LINC01119,LINC01118	0
PXN	9
PRKCG	19
ZFPM2	7
SHOX2	4
TTC26	8
MYF6	4
LCE3E	3
MYO9B	27
C10orf10	3
SLC26A10	1
KRTAP13-3	2
KRTAP6-3	8
CALCR	6
SYF2	1
MSH4	7
CLK1	5
TMA16	1
DNAJC14	11
NBPF9	0
EMC3	1
MRPL49	2
CLEC4A	3
OR7G2	2
AVEN	1
FAM57B	7
KIAA1107	5
DNAJB5	8
TRBV3-1	0
SPOCK3	5
MSLN	9
PSMC1	3
ZNF136	0
CYSTM1	2
ZC3H7A	9
SULT1E1	0
NLRP5	14
PIH1D3	0
TPRX2P,CRX	1
ASAH1	4
ZNF446	10
KIF17	15
AIMP2	4
REEP1	3
ATP6V1D	2
TMEM190	2
TNS4	5
FNDC5	2
SMN2	0
KRT77	16
PROCR	3
DSTYK	8
DCK	1
LAMTOR4	2
AC073657.1	0
ITGB4	20
RCE1	4
MYO1G	7
SLC9A7	0
MSH6	22
OTOGL	13
STX1B	5
CENPU	0
UTS2B	0
RUNDC1	3
CD53	1
HECW2	14
CBY1	0
STAT1	4
C5orf66	1
RDH11	3
DNAAF1	9
FAM47E,FAM47E-STBD1	1
SMURF2	3
FUBP1	14
IGLON5	1
DNA2	14
RGP1	4
HNRNPC	4
DEF6	7
PTGS2	2
PIGK	1
DBNL	9
TSTD2	4
ANKHD1,ANKHD1-EIF4EBP3	28
MRPS9	1
ARL8B	1
SETD8	8
KRT34	3
CELA2A	4
WFDC1	1
AMPD3	4
RBM14-RBM4,RBM14	0
RBBP8	3
PRELID2	0
SNIP1	3
RGS8	0
OR4K17	0
OSTN	1
CCNB1	5
WBSCR17	4
CERS3	0
MRPL21	1
WRAP53	12
EIF4G1	13
CIC	29
ANKRD49	1
UQCRH	0
C14orf79	4
CNKSR2	0
TPK1	3
RABGGTA	3
CLPS	2
CLEC19A	1
SEPHS2	3
TRPC5	0
TAAR6	4
ZFP2	4
GBP6	5
RP11-977G19.10,CNPY2	7
THEM6	1
PLA2G2E	3
PRDM4	4
PRMT8	3
TCHH	4
HMX3	5
GNB1	6
RP11-196G11.1,PRSS53	3
MTOR	12
TBC1D17	9
GRIA4	14
GPR135	8
C3orf36	3
CYP2B6	3
ZNF701	1
INTS2	5
RNF39	5
OR11H4	2
MRPL46	2
TTC27	8
CATSPERB	7
NPC2	1
CMBL	4
CHAC2	4
AK7	5
FANCI	4
HEATR3	1
EPO	3
TAF11	2
CLEC4C	1
GSC2	1
CEND1	4
LRRC37A2	0
CNGA1	3
ZNF581	1
GPR52	1
SZT2	30
WHAMM	3
CPQ	6
ST8SIA5	5
ART5	7
HOMER3,AC002985.3	3
PDXP	3
ITLN1	10
CTNS	1
SLFN12	4
SSX1	0
TTC9B	5
IL1RN	4
SOX14	4
RCCD1	6
RCBTB2	6
SPOPL	6
RXRG	6
CNTD1	1
PZP	11
THSD7B	12
CLSTN1	17
TRAV2	1
TM6SF1	4
ARHGAP19,ARHGAP19-SLIT1	2
SAMD5	0
FZR1	6
COX6B1	1
ZHX1	1
CPXM1	4
GNS	4
ZNF598	0
EIF2B3	1
STRC	4
CLEC12A	2
HIST1H1C	10
COMMD4	3
AARSD1,PTGES3L-AARSD1	5
TCP1	4
RAD51	2
THAP10	4
CTD-2545G14.7,CTDNEP1	0
TRNP1	0
DNAJB11	5
TNKS2	7
ADSSL1	9
PACSIN3	7
DCBLD2	11
CROCC	23
FAM3B	1
SPHK1	8
NENF	3
FRRS1	4
MBD6	12
EVL	5
TMEM127	2
AC104534.3,ECH1	0
CCNY	0
OR4N5	0
ZSCAN5B	5
KRT18	4
GLYR1	11
ASCL4	3
ERVV-2	0
BBC3	0
FAM133B	1
METAP1	4
CYP2A7	10
CACNG4	2
PLEK	6
HPS3	4
CILP2	26
ABHD14A-ACY1,ABHD14A	2
XAF1	2
S100A1	0
PIAS3	7
IL23A	2
ZMYM6,RP11-244H3.4	5
TAS1R3	27
GPNMB	2
TMEM14E	3
FBN2	51
LMO7	8
PELI1	9
MRPS24	2
ARHGEF7	6
BDH2	0
SKIV2L	8
PAPOLB	11
DLD	5
NPBWR2	7
OR10G3	0
KYNU	7
CARS	4
NRD1	10
ZNF79	12
LPAR1	1
MTDH	6
TRAV4	0
SP5	7
COPS7B	1
PUS7	3
AGR2	0
POU5F1B	7
SH3BP1	6
PPP1R8	8
USP36	15
APOL2	4
R3HDM4	0
SOGA2	32
RPAP2	2
MYADM	6
GIPR	3
ROM1	10
MAPKAPK3	9
KCTD5	1
GLRX2	0
CNTN4	18
EXOC3	2
PLD6	0
PUM1	17
CHDC2	0
PINLYP	3
RP11-211G3.3	0
TP53BP2	11
STRADB	1
NFASC	16
SH2D3C	11
UBXN6	7
EPGN	1
RP11-77K12.7,TMEM231	1
ERBB2	12
UBE2A	0
IGDCC3	17
RPP25	3
IER2	2
GNG7	0
BGLAP	0
GPR39	4
ZC3H12D	4
CCDC28B	1
ABHD15	5
CORO6	4
U2AF1L4	2
COL22A1	62
HSPB8	3
GSC	1
TSPAN2	6
ZBTB8B,RP1-27O5.3	2
TBC1D32	9
C1QA	10
TMEM59	2
COMTD1	1
PPP1R3F	0
COLCA2	0
CCT8L2	9
THNSL1	6
NSUN5	5
ELF3	10
RNF34	6
PRAMEF4	3
KITLG	2
PRRG4	2
KRT4	14
RP11-156P1.2	0
ASB6	2
MRPL19	3
EPC2	0
TOPAZ1	8
MYOG	7
ZNF768	15
CTSH	4
MUT	3
KCTD3	6
HDAC10	12
TMEM231	0
FAM184A	1
PFKFB4	4
C21orf88	3
HPCA	1
GLTPD1	4
HAND2	4
TRIM5	4
MTERFD1	0
TM4SF5	5
MRPL17	1
RD3L	1
RNF26	7
RNF207	8
AC092850.1	0
AGFG1	5
DPYS	4
TAF2	5
SCT	1
CDC42SE2	1
RP11-80A15.1	0
GPR153	6
PLA2G2C	4
OR2AK2	0
SLC25A48	7
PCDHB1	7
TMEM132C	10
HSD11B2	4
CHAF1A	14
SMIM12	0
CHIC2	0
CAPZA2	0
KLHL26	13
LY6D	0
SYNGR2	2
RPS6	2
TRAV26-1	2
HAGHL	1
SSH3	8
FLOT2	3
SARS2,CTC-360G5.8	5
SNAPC3	5
IL17C	5
GAS2	3
PER2	9
CCDC42B	0
CBLN1	0
PRICKLE2	13
OR5T1	3
USP28	7
TCF21	1
MEOX1	3
ZNF624	7
LARS2	10
SEMA4B	8
CBLN2	3
SEPT14	0
MAST1	16
GPR6	4
ORC2	2
NIPAL1	5
RP11-408E5.4	0
RPL36A	0
RAD9B	0
TCF4	11
SLC17A8	8
TMEM115	1
TADA2A	2
DDX20	5
GP5	18
TTLL11	8
INO80	12
ELL2	10
PIP5KL1	2
CHRNG	4
GORAB	5
C15orf38-AP3S2,AP3S2	1
TGM3	11
GPR123	3
DUSP12	5
URGCP,URGCP-MRPS24	0
TRIM49B	2
AC138647.1	0
ITSN1	21
GATAD2B	5
TMEM185A	0
GALK1	8
ACTRT1	0
TRBJ2-6	0
OR5F1	4
KCNIP3	6
ETAA1	3
OR2T8	0
U2AF1	11
AC017104.2	2
MAP4K4	11
CCM2	6
NR3C2	4
DNAJC1	1
LIPC	10
CASP12	1
DGAT2L6	0
WWC2	8
RHCG	10
STIP1	2
TDGF1	5
NCALD	1
RAB11FIP4	4
C20orf24	2
GPX4	6
HACL1	4
OR4X1	5
THBD	5
C9orf152	3
OR10W1	2
PPP6R3	5
SLC35G5	6
ZNF219	11
LAT2	3
C16orf90	5
NAGA	2
OR4D9	5
EAF2	3
RPL34	1
HOXB8	2
CYP3A43	5
WBP2NL	5
NEIL3	9
CIPC,RP11-463C8.4	1
CDC42SE1	1
RELN	45
KIF16B	10
NFATC1	17
OR2L2	0
LCE4A	5
ZNF623	8
PGD	9
UBXN4	2
CHRNE	13
CTB-54O9.9,DUS3L	0
IL22RA1	2
L34079.2,XRCC1	2
PRSS45	1
NDUFB1	1
GABRA4	7
TMEM52B	5
ALKBH4	3
ZNF276	8
SPEF1	1
IFNA7	1
STAU2	3
ZNF638	13
OR6C1	1
IRF5	6
DUSP7	7
PIGO	21
SQLE	5
CLIP4	4
WNT5A	5
STAP1	1
LRRTM1	11
C15orf60	7
HNRNPL,AC104534.3	1
GRB7	8
SLC5A12	9
HERC4	8
NR0B2	3
NUDT16	4
C7orf61	0
STX6	0
AL645728.1	1
ADA	3
CEACAM6	7
ETS1	6
PCDHGB4	0
SLC7A14	12
DEFB104A	0
PTCD3	4
TM2D3	3
PALLD	9
ALG11	5
PCGF6	3
ACRV1	6
DOK4	5
PCSK1N	0
PAG1	4
TOPBP1	8
BEST4	2
ZNF740	2
CCDC175	1
KRTAP11-1	6
PSG8	1
ALDH1A3	5
FAM154B	2
CTDP1	15
TRBV7-7	0
KERA	5
TALDO1	3
C1QTNF5	6
WDR38	4
ZMYND8	10
CAPNS1	8
GID8	1
ANXA2	4
MYH15	8
RHBDL3	4
OR9A2	2
YKT6	2
RPL41	0
C1orf145	0
SOX21	1
TCEB2	2
TCAIM	1
MAPK7	6
UBL4A	0
RHCE	1
HIST1H4D	0
TMEM47	0
AC104794.4	0
GPER1	5
MBD3	7
PCDHGA10	7
SHROOM3	18
ITPR3	24
PIGV	4
CHPT1	2
ZNF587B	0
LDLRAP1	3
ZNF143	7
PLP2	0
RP11-1C1.5	0
TMPRSS11D	5
ZDHHC6	1
DSPP	17
HIST1H3C	4
SGCG	2
NPR2	15
HIATL1	2
CPNE4	10
CRYGN	8
NCOA4	3
USP31	18
CT55	0
AICDA	2
ATP5A1	5
PTPN7	10
PLET1	1
MFSD6L	14
LRRFIP1	6
FNBP4	11
GALR1	4
MTL5	6
MNS1	0
SHROOM1	6
PRKD2	10
WBP11	2
P2RY8	0
SLC7A13	9
ZBP1	12
CEMP1	3
ACIN1	13
SGMS1	5
PLAU	6
GPC6	7
RASAL1	9
CXCR4	3
PRR11	0
CST9	3
CLEC10A	2
MUC1	1
ASNSD1	4
MLXIPL	9
ARF4	0
LRRTM3	1
LST3,SLCO1B7	0
MBTPS1	20
ZNF300	5
LRIT2	7
DEFB121	0
RAPSN	7
KB-1980E6.3	0
TUBA1C	7
LRRC66	8
PLIN5	2
JMJD7	0
PTPRS	45
TGIF1	4
SLITRK6	2
GTPBP10	2
PSORS1C1	1
MYH3	14
OSTF1	1
VIL1	12
ZNF783	8
RP11-210M15.2	0
OR1F1	4
ZNF321P	2
AAAS	8
APOOL	0
EBI3	1
MED7	2
FAM71C	0
USP1	7
CD97	8
C1orf110	1
INSIG2	3
CATSPER1	12
ACTN4	11
FTH1	0
PCM1	17
KIAA2022	0
PRKCI	7
OR1L8	2
YPEL5	0
TRAPPC8	7
HAPLN1	6
SMPDL3A	3
DISC1	7
SLC35F1	3
RAB3C	1
OR7A17	3
TAF1	0
GPR19	2
FBXW12	3
FAM57A	2
PBRM1	10
FUT6	2
ASB9	0
GOT1	4
KCNK13	10
RNASEK	0
TRIM71	25
SMYD2	3
PI4K2B	0
SST	1
NAT9	2
RC3H2	5
MCPH1	10
EPRS	11
GALNT3	2
NHLRC3	2
IGHV3OR16-10	0
FAM229B	1
CITED2	11
TAGLN2	1
KCNA1	9
C19orf57	14
WASL	8
NDUFA9	4
TEX12	0
RBM6	16
GALT	1
RP11-849F2.7,RPL26	0
DNAJB4	1
ADI1	1
CKLF	0
IQCF6	0
HOXA9	6
SMTNL2	3
FAM124A	6
OR14A16	4
IRS2	20
COLEC11	5
COX19	2
TMSB4X	0
FBXO31,RP11-178L8.4	6
GRM7	12
EIF4EBP3	0
MORC2	5
IL17F	3
ZSWIM7	0
TMEM208	2
IL12RB2	10
NIPSNAP3A	3
FDXACB1	2
XKRX	0
OR51T1	2
LINC01098	0
OR5P2	5
NRIP3	1
GNG11	0
BECN1	5
IGSF9B	13
WDR16	14
FASTK	7
NUFIP2	10
ATP2B4	13
CCDC166	1
PTPRN2	8
BRAF	5
PI4KA	15
TFAP2C	1
L3MBTL2	13
GEMIN6	3
KRT13	12
EGR1	6
MZB1	4
NDUFV1	12
LYPD5	1
PSMC4	3
SMDT1	3
FXR1	6
USP15	5
FCGR3A	1
DRD3	4
AP3M1	2
PCSK9	10
ERMN	4
ZNF57	5
PSKH1	3
DUSP23	1
CHERP	11
ANKRD27	11
PSG9	1
MYF5	5
C2orf83	3
MRM1	2
TNRC6C	32
NEDD1	7
FAM71D	1
HRH4	2
CMTM8	0
PMFBP1	5
PRAMEF5	0
WIPI2	7
RNF141	4
MAG	12
FAM129A	10
SMR3A	1
ZNF813	8
RBM45	6
TRIM46	8
C1orf180	2
RBBP4	4
SUSD5	12
RIMKLB	2
TOX4	5
CCBL2	1
CIDEC	2
ALKBH8	4
TNFAIP1	5
MUC16	116
OR10K1	0
HSD17B8	2
AL627309.1	0
SAP30L	4
SPATA22	2
ARCN1	4
SYN1	0
GAREM	13
RAC1	1
RBM42	5
AC109829.1	1
IQUB	0
HPSE	5
TBK1	7
AL355490.1	0
CCR5	3
ZNF710	8
SI	16
SENP2	1
EIF4G2	3
LDHAL6A	4
METTL21C	3
IQCA1	7
RTP1	0
OSGEPL1	4
TIMM21	7
RAMP3	4
MRPL30,C2orf15	1
AC009403.2	0
AASDH	7
GPN1	4
HYAL1	8
PDPK1	1
KIAA1045	5
ALDH4A1	9
NDUFB10	0
CSRP3	10
SPATS2	1
TSSK2	8
UMPS	6
ERBB4	10
CCDC146	3
ZNF317	7
POP7	3
SH2D4B	5
PHLDB2	7
KCNA2	3
MEGF11	17
RNASEH2B	1
RARRES2	2
RP11-295P9.3,PRPF18	3
CHST8	5
MTMR10	6
CHST10	1
VPS13C	20
KCTD4	4
ZNF525	4
ATP6V1C1	1
PAGE2	0
BRD1	12
CEP104	6
CYP2D6	9
AADAT	0
SF3B1	8
ERO1LB	5
EHBP1	5
TPSG1	8
DNAJA4	9
IGSF23	0
C15orf41	2
SULT1C2	1
SVOP	3
MLNR	5
TMEM133	1
PSPH	1
ROMO1	4
KRTAP17-1	5
MRVI1	7
JAM2	3
RORA	5
APPL2	3
TAF1D	1
CACTIN	7
RAB8A	2
GNAS	14
PPP1R12B	8
TMPPE	3
OR4K15	0
PCDHA9	14
C3orf20	7
C14orf28	0
TP53	1
G3BP2	4
VPS26A	1
ALOX12B	6
WDR87	7
GFRA4	0
KIAA1191	5
BRD8	9
KRT8	10
STAU1	7
RP11-343C2.12,COG8	1
GDAP2	1
MAN2A1	6
THOC2	0
OR5D13	5
TP53INP1	0
RIPK3,RP11-934B9.3	2
RABL2B	0
NCKAP1L	7
SOCS3	3
BET1L	1
STAT6	11
FGL1	11
MAMDC2	5
PSAPL1	5
AL626787.1	1
PPP2R2C	5
RP11-12J10.3	0
GYS1	8
PCDHB17	3
OLA1	5
ZNF445	10
ARL14EP	0
MKI67	27
MRP63	1
TAPT1	1
SHF	7
PLCXD3	6
NRBP2	2
TP53RK	1
CXorf21	0
TMEM178A	7
TBC1D1	13
COG4	8
ERCC3	9
CCT5	10
NEK8	13
HSD17B14	4
PRRT2	6
RPS6KC1	6
APOM	1
DNAH1	30
KCNA7	9
F13B	6
SEC11A	0
SDK1	43
SMKR1	0
PSMF1	1
GPRIN2	17
GRK1	7
CHMP5	1
ENTHD2	4
KCNK12	8
C1QTNF9B	5
CRK	5
CSNK1G1	3
PNLIPRP1	4
OR2L8	1
BRI3	0
ZBTB41	1
CCDC62	3
TWF1	3
PSMD7	2
AC117834.1	0
TMEM179	8
CD200R1L	2
OR4K13	0
RBFOX1	7
OR5H6	0
AZIN1	3
IDH3A	9
ZNF714	0
TRIM9	6
OR2H1	4
SP2	11
IGKV1OR2-108	0
SLC30A10	10
MYCT1	2
ARSB	8
RPL36A-HNRNPH2	0
PNMAL2	10
AC116407.2	0
WDR19	10
VWA5B1	5
KANK1	19
EIF1AD	1
PGBD5	4
RP11-297M9.1	0
LAMB4	22
SCAND1	1
TAS2R43	0
CALB2	2
RP11-512M8.5,VPS33A	6
DENND4A	11
HPCAL4	0
CDC123	1
MICAL3	18
SPOCK2	7
MYO9A	19
MOB1A	1
PCDHAC2	6
NKAPL	2
ALDH1A1	4
GRHL3	3
RPL36AL	0
RP11-1407O15.2	2
NMS	0
NPW	0
TBX5	12
JAK3	14
ALKBH5	6
EFCAB12	3
C17orf100	1
ROCK2	4
AC087477.1	0
PPARGC1A	2
PMM2	4
C5orf49	3
NXPE3	3
MFAP1	2
CLN6	1
ATP5J	0
TOPORS	3
KLHL36	18
BRCA1	10
NUAK1	5
KCTD11	4
CDK2	3
KLHDC8A	9
MRPS14	1
TFPI2	2
ICA1L	4
SRM	0
LGALS14	0
GALNT4	0
AJAP1	5
SEMA3E	6
COCH	8
TGFBR3L	1
THBS3	12
TBC1D8B	0
PLP1	0
COX6C	0
NRG2	6
HSD17B11	1
ZNF781	2
HMGB1	1
ITIH3	9
TRAJ29	0
STK4	4
TNFRSF13B	3
SELK	0
IGSF21	5
DEFB131	0
C19orf45	6
ZNF165	3
VTI1B,RP11-1012A1.4	0
WBP5	0
ZNF613	7
EME2	8
TMEM139	2
DUSP22	4
GCLM	0
IQCF3	1
CRELD2	10
MGEA5	4
CTC-454I21.3	0
FRMPD4	0
ENPP1	6
MOXD1	6
ADCK1	3
FOXB1	2
AQP9	4
SLC7A4	10
ERICH1	4
ACAD10	14
LGSN	5
